Now she's staying at my place and loves the way I treat her,Ed Sheeran
"She said ""don't you worry if I disappear""",Ed Sheeran
"She told me ""I was never looking for a friend",Ed Sheeran
"She was crying on my shoulder, I already told ya",Ed Sheeran
"Singing out Aretha, all over the track like a feature",Ed Sheeran
Take aim and reload,Ed Sheeran
That heart is so cold,Ed Sheeran
Then I put it on pause until the moment was right,Ed Sheeran
This is not the way you realised what you wanted,Ed Sheeran
Trust and respect is what we do this for,Ed Sheeran
"Until you disappeared with him to have sex, of course",Ed Sheeran
We drink away the days with a takeaway pizza,Ed Sheeran
We were staying on the same fucking hotel floor,Ed Sheeran
"We'll be in between the sheets till the late AM""",Ed Sheeran
"When she was kissing him, how I was confused about",Ed Sheeran
"Wish I'd have written it down, the way that things played out",Ed Sheeran
'Cause we were just kids when we fell in love,Ed Sheeran
"And in your eyes, you're holding mine",Ed Sheeran
And she looks perfect,Ed Sheeran
"Baby, I'm dancing in the dark with you between my arms",Ed Sheeran
"Baby, I'm dancing in the dark, with you between my arms",Ed Sheeran
"Barefoot on the grass, listening to our favorite song",Ed Sheeran
"Barefoot on the grass, listening to our favourite song",Ed Sheeran
"Be my girl, I'll be your man",Ed Sheeran
"But darling, just kiss me slow, your heart is all I own",Ed Sheeran
"But you heard it, darling, you look perfect tonight",Ed Sheeran
"Darling, just hold my hand",Ed Sheeran
Fighting against all odds,Ed Sheeran
I don't deserve this,Ed Sheeran
"I don't deserve this, darling, you look perfect tonight",Ed Sheeran
I found a love for me,Ed Sheeran
"I found a love, to carry more than just my secrets",Ed Sheeran
I have faith in what I see,Ed Sheeran
I know we'll be alright this time,Ed Sheeran
I see my future in your eyes,Ed Sheeran
I will not give you up this time,Ed Sheeran
Not knowing what it was,Ed Sheeran
Now I know I have met an angel in person,Ed Sheeran
"Oh darling, just dive right in and follow my lead",Ed Sheeran
"Oh, I never knew you were the someone waiting for me",Ed Sheeran
"She shares my dreams, I hope that someday I'll share her home",Ed Sheeran
"To carry love, to carry children of our own",Ed Sheeran
"We are still kids, but we're so in love",Ed Sheeran
"Well I found a woman, stronger than anyone I know",Ed Sheeran
"Well, I found a girl, beautiful and sweet",Ed Sheeran
"When I saw you in that dress, looking so beautiful",Ed Sheeran
"When you said you looked a mess, I whispered underneath my breath",Ed Sheeran
You look perfect tonight,Ed Sheeran
"A.M. to the P.M., P.M. to the A.M., funk",Kendrick Lamar
"Ayy, I remember syrup sandwiches and crime allowances",Kendrick Lamar
"Ayy, this shit way too crazy, ayy, you do not amaze me, ayy",Kendrick Lamar
"Be humble (hol' up, bitch)",Kendrick Lamar
"Be humble (hol' up, hol' up)",Kendrick Lamar
"Be humble (lil' bitch, hol' up, bitch)",Kendrick Lamar
"Bitch, be humble (hol' up, bitch)",Kendrick Lamar
"Bitch, be humble (hol’ up, bitch)",Kendrick Lamar
"Bitch, sit down (hol' up, hol' up, lil' bitch)",Kendrick Lamar
D'USSÉ with my boo bae tastes like Kool-Aid for the analysts,Kendrick Lamar
"Finesse a nigga with some counterfeits, but now I’m countin' this",Kendrick Lamar
"Get the fuck off my dick, that ain't right",Kendrick Lamar
"Get the fuck off my stage, I'm the Sandman (Sandman)",Kendrick Lamar
"Girl, I can buy yo' ass the world with my paystub",Kendrick Lamar
"I blew cool from AC, ayy, Obama just paged me, ayy",Kendrick Lamar
"I don't fabricate it, ayy, most of y'all be fakin', ayy",Kendrick Lamar
I get way too petty once you let me do the extras,Kendrick Lamar
I make a play fucking up your whole life,Kendrick Lamar
"I stay modest 'bout it, ayy, she elaborate it, ayy",Kendrick Lamar
I'm so fuckin' sick and tired of the Photoshop,Kendrick Lamar
I'm the realest nigga after all,Kendrick Lamar
"If I kill a nigga, it won't be the alcohol, ayy",Kendrick Lamar
"If I quit this season, I still be the greatest, funk",Kendrick Lamar
"If I quit your BM, I still ride Mercedes, funk",Kendrick Lamar
It's been that day for me,Kendrick Lamar
"It's levels to it, you and I know",Kendrick Lamar
My left stroke just went viral,Kendrick Lamar
Nobody pray for me,Kendrick Lamar
"Ooh, that pussy good, won't you sit it on my taste bloods?",Kendrick Lamar
"Parmesan where my accountant lives, in fact I'm downin’ this",Kendrick Lamar
"Piss out your per diem, you just gotta hate 'em, funk",Kendrick Lamar
"Pull up on your block, then break it down: we playin' Tetris",Kendrick Lamar
Right stroke put lil' baby in a spiral,Kendrick Lamar
Show me somethin' natural like afro on Richard Pryor,Kendrick Lamar
Show me somethin' natural like ass with some stretch marks,Kendrick Lamar
"Sit down (hol' up, hol' up, hol' up, hol' up)",Kendrick Lamar
"Sit down (hol' up, hol' up, lil', hol' up, lil' bitch)",Kendrick Lamar
"Sit down (hol' up, lil', hol' up, lil' bitch)",Kendrick Lamar
"Sit down (hol' up, sit down, lil', sit down, lil' bitch)",Kendrick Lamar
"Sit down (hol' up, sit down, lil’, sit down, lil' bitch)",Kendrick Lamar
"Sit down (hol’ up, lil', hol’ up, lil' bitch)",Kendrick Lamar
"Soprano C, we like to keep it on a high note",Kendrick Lamar
Still will take you down right on your mama's couch in Polo socks,Kendrick Lamar
"This that Grey Poupon, that Evian, that TED Talk, ayy",Kendrick Lamar
"Waaaaay (yeah, yeah!)",Kendrick Lamar
"Watch my soul speak, you let the meds talk, ayy",Kendrick Lamar
Who dat nigga thinkin' that he frontin' on Man-Man? (Man-Man),Kendrick Lamar
(Get Top on the phone),Kendrick Lamar
(Hello Billy),Kendrick Lamar
(Hooray!),Kendrick Lamar
"(What's up, my nigga?)",Kendrick Lamar
2Teez told me that I am the one,Kendrick Lamar
"A father figure fuck with him, you get killed",Kendrick Lamar
"Act of violence, yeah, we juggin’ like that",Kendrick Lamar
"Ah, pimping and posing, look what I drove in, ah",Kendrick Lamar
Ali 'bout to let his hair down on hoes,Kendrick Lamar
"All morning with the mixed dashboards, triple digits",Kendrick Lamar
Almost thought I’d seen another plane crash,Kendrick Lamar
"Alright, from the top!",Kendrick Lamar
And I'm bossing up (And I'm bossing up),Kendrick Lamar
"Bitch I get buck, I'm as real as they come",Kendrick Lamar
Bitch get out the way (Bitch get out the way),Kendrick Lamar
Can you please pray for me?,Kendrick Lamar
"Can't pick a side, the Gemini",Kendrick Lamar
"Cornrow Kenny, he was born with a vision",Kendrick Lamar
Dave just bought a new nine eleven,Kendrick Lamar
Diamonds all appraised (Diamonds all appraised),Kendrick Lamar
"Find hoes with a blindfold, King Kendrick",Kendrick Lamar
Fuck with me and he will kill you himself,Kendrick Lamar
"Fuck you niggas, level two I'm not done",Kendrick Lamar
Get God on the phone,Kendrick Lamar
Get Top on the phone,Kendrick Lamar
Guarantee that's something none of you want,Kendrick Lamar
"Having these hoes and I know that I'm chosen, ah",Kendrick Lamar
"Hundred of them, I know I'm greedy",Kendrick Lamar
I can put a rapper on life support,Kendrick Lamar
I did a lot of dumb shit in my past,Kendrick Lamar
I just got a raise (I just got a raise),Kendrick Lamar
"I live by the code and me and my bros and, ah",Kendrick Lamar
I lost a lot of love for missionary,Kendrick Lamar
"I see jigaboos, I see Styrofoams",Kendrick Lamar
"I'm fuckin, I'm crazy",Kendrick Lamar
I'm sick and tired of being tired,Kendrick Lamar
"I'm the only way, we can fornicate",Kendrick Lamar
"It's a tidal wave, it's a thunderdome",Kendrick Lamar
"Lord forgive me, hoping I don't relapse",Kendrick Lamar
"Mack wop, bet he do what he want",Kendrick Lamar
Man put that nigga on the drums man,Kendrick Lamar
Me and Top is like a Kobe and Phil,Kendrick Lamar
"Me, I'm about to let my hair down on hoes",Kendrick Lamar
Might blow the whole no whammy on Soul,Kendrick Lamar
Might tell Obama be more like Punch,Kendrick Lamar
Moosa got his son dripping in gold,Kendrick Lamar
"Move in silence, yeah, we juggin’ like that",Kendrick Lamar
"My dollars ain't foldin', you was never the homie",Kendrick Lamar
My hood going brazy,Kendrick Lamar
Or live at the Days Inn,Kendrick Lamar
Palisade views with some sex,Kendrick Lamar
Parallel park like an alien came visit,Kendrick Lamar
Pimp-pimp!,Kendrick Lamar
Pimp-pimp! (Hooray!),Kendrick Lamar
"Pistol and poverty, come get to know us",Kendrick Lamar
Promise momma not to fear nobody,Kendrick Lamar
Prophesize if we live or not,Kendrick Lamar
Q just bought a brand new McLaren,Kendrick Lamar
Rock-a-lack about to buy the projects,Kendrick Lamar
Said it won't be long,Kendrick Lamar
Seen black turn 'em Burgundy,Kendrick Lamar
Serving it like I belong in the basement,Kendrick Lamar
"Shit is amazing, I'm feeding my cravings",Kendrick Lamar
"Slideshow for the night show, ten bitches",Kendrick Lamar
So many plays on me I finesse,Kendrick Lamar
Sounwave caught a Grammy last year,Kendrick Lamar
Spent it all on me (I spent it all on me),Kendrick Lamar
Stuck inside the belly of the beast,Kendrick Lamar
TDE the mafia of the west,Kendrick Lamar
Tell the squad come home,Kendrick Lamar
Ten homies down and they all serving life,Kendrick Lamar
This the first time I confess,Kendrick Lamar
Top billing that’s a million a show,Kendrick Lamar
We gon' ball again 'fore he call us home,Kendrick Lamar
What if I certified all of these ones?,Kendrick Lamar
What if I empty my bank out and stunt?,Kendrick Lamar
What is like twenty-five hundred a month?,Kendrick Lamar
Where did we go wrong?,Kendrick Lamar
Who doing the drums?,Kendrick Lamar
World is going brazy,Kendrick Lamar
"Yan Yan my relative, black cherry soda",Kendrick Lamar
"Yep all day, Mortal Man and Kunta",Kendrick Lamar
You know that you want me come here now lil' baby,Kendrick Lamar
"""I can't sugarcoat the answer for you, this is how I feel:",Kendrick Lamar
(Pray for me) Damn!,Kendrick Lamar
Ain't no Black Power when your baby killed by a coward,Kendrick Lamar
"All the memories collected, moments you could never touch",Kendrick Lamar
"Alright, kids, we're gonna talk about gun control",Kendrick Lamar
"America's reflections of me, that's what a mirror does",Kendrick Lamar
"America, God bless you if it's good to you",Kendrick Lamar
"America, please take my hand",Kendrick Lamar
"Banks, employees, and bosses with",Kendrick Lamar
Barricaded blocks and borders,Kendrick Lamar
"But is America honest, or do we bask in sin?",Kendrick Lamar
"Compulsive disorder, sons and daughters",Kendrick Lamar
"Gang members or terrorists, et cetera, et cetera",Kendrick Lamar
"Ghetto bird be on the street, paramedics on the dial",Kendrick Lamar
"God bless America, you know we all love him",Kendrick Lamar
"Hail Mary, Jesus and Joseph",Kendrick Lamar
"He said: ""K-Dot, can you pray for me?",Kendrick Lamar
He was lookin' for some closure,Kendrick Lamar
"He was sobbin', he was mobbin', way belligerent and drunk",Kendrick Lamar
Homicidal thoughts; Donald Trump's in office,Kendrick Lamar
Hopin' I could bring him closer,Kendrick Lamar
"I bet he'll show you somethin', whoa",Kendrick Lamar
"I can't even keep the peace, don't you fuck with one of ours",Kendrick Lamar
"I know that you anointed, show me how to overcome.""",Kendrick Lamar
I'll catch a nigga leavin' service if that's all I got,Kendrick Lamar
I'll chip a nigga little bit of nothin',Kendrick Lamar
"I'll chip a nigga, then throw the blower in his lap",Kendrick Lamar
I'll wait in front a nigga's spot and watch him hit his block,Kendrick Lamar
"If somebody kill my son, that mean somebody gettin' killed.""",Kendrick Lamar
"It be murder in the street, it be bodies in the hour",Kendrick Lamar
It been a fucked up day for me,Kendrick Lamar
"It's murder on my street, your street, back streets",Kendrick Lamar
It's nasty when you set us up,Kendrick Lamar
It's not a place,Kendrick Lamar
Johnny caught a body yesterday out hustlin',Kendrick Lamar
"Johnny don't wanna go to school no mo', no mo'",Kendrick Lamar
Johnny said books ain't cool no mo' (no mo'),Kendrick Lamar
Johnny wanna be a rapper like his big cousin,Kendrick Lamar
Leave him in the wilderness,Kendrick Lamar
Let somebody touch my momma,Kendrick Lamar
Look what you taught us!,Kendrick Lamar
"Matter fact, I'm 'bout to speak at this convention",Kendrick Lamar
New Kung Fu Kenny,Kendrick Lamar
Of drum and bass,Kendrick Lamar
"Pass the gin, I mix it with American blood",Kendrick Lamar
Said they killed his only son because of insufficient funds,Kendrick Lamar
Take the gratitude from him,Kendrick Lamar
"Talkin' out his head, philosophin' on what the Lord had done",Kendrick Lamar
"Tell me what you do for love, loyalty, and passion of",Kendrick Lamar
The great American flag is wrapped in drag with explosives,Kendrick Lamar
"Then bash him in, you Crippin' or you married to Blood?",Kendrick Lamar
"Then roll the dice, then bet us up",Kendrick Lamar
This country is to me a sound,Kendrick Lamar
Throw a steak off the ark,Kendrick Lamar
"To a pool full of sharks, he'll take it",Kendrick Lamar
"To the spiritual, my spirit do no better, but I told him",Kendrick Lamar
"Touch my daddy, touch my niece",Kendrick Lamar
"Touch my nephew, touch my brother",Kendrick Lamar
"Touch my sister, touch my woman",Kendrick Lamar
"Walk myself to the court like, ""Bitch, I did that!""",Kendrick Lamar
"Wall Street, corporate offices",Kendrick Lamar
We lost Barack and promised to never doubt him again,Kendrick Lamar
"With a sworn nemesis, he'll make it",Kendrick Lamar
X-rated,Kendrick Lamar
Yesterday I got a call like from my dog like 101,Kendrick Lamar
You close your eyes to look around,Kendrick Lamar
"You overnight the big rifles, then tell Fox to be scared of us",Kendrick Lamar
"You should chip a nigga, then throw the blower in his lap",Kendrick Lamar
"(Smoke somethin', nigga!)",Kendrick Lamar
"A couple drive-by's in the hood lately, shit",Kendrick Lamar
"Ain't no peace treaty, just piecin' BGs up to pre-approve",Kendrick Lamar
"Alondra, Rosecrans, Bullis, it's Compton",Kendrick Lamar
And a bird and ten grand's where a mothafucka stand,Kendrick Lamar
And it's safe to say that our next generation maybe can sleep,Kendrick Lamar
And niggas that rep colors is doin' the same thang,Kendrick Lamar
And they wonder why I rarely smoke now,Kendrick Lamar
At the same burger stand where *beep* hang out,Kendrick Lamar
"Aw man, goddamn, all hell broke loose",Kendrick Lamar
Block a nigga in,Kendrick Lamar
"Bodies on top of bodies, IVs on top of IVs",Kendrick Lamar
"Brace yourself, I'll take you on a trip down memory lane",Kendrick Lamar
"But ever since that day, I was lookin' at him different",Kendrick Lamar
"But yeah, that's like me, I grew up in the hood where they bang",Kendrick Lamar
Cluck heads all up and down the block and shit,Kendrick Lamar
Cocaine laced in marijuana,Kendrick Lamar
Compton,Kendrick Lamar
Constantly drinkin' and drive,Kendrick Lamar
Couple of IV's with the fuckin' spray-can,Kendrick Lamar
"Crew I'm finna slay, the street life I crave",Kendrick Lamar
"Deal with the outcome, a strap in the hand",Kendrick Lamar
"Dip, make a nigga flip",Kendrick Lamar
Don't even trip,Kendrick Lamar
"Down the boulevard with the pistol grip, yeah",Kendrick Lamar
Fresh outta school 'cause I was a high school grad',Kendrick Lamar
"Fuck you shootin' for if you ain't walkin' up, you fuckin' punk?",Kendrick Lamar
"G-yeah, cocaine, weed",Kendrick Lamar
"G-yeah, how we do",Kendrick Lamar
"G-yeah, real simple and plain",Kendrick Lamar
"Go buy a chopper and have a doctor on speed dial, I guess",Kendrick Lamar
"Hey, Dot, you good, my nigga?",Kendrick Lamar
"Hit the light pole, two niggas hopped out on foot and dashed",Kendrick Lamar
"Hit the powder, then watch this flame that arrive in his eye",Kendrick Lamar
"Hood ('Sup, Cuz?)",Kendrick Lamar
I made allegiance that made a promise to see you bleedin',Kendrick Lamar
"I was straight tweakin', the next weekend we broke even",Kendrick Lamar
"I'm still in the hood, loc, yeah that's cool",Kendrick Lamar
"If I mentioned all of my skeletons, would you jump in the seat?",Kendrick Lamar
"If I told you I killed a nigga at sixteen, would you believe me?",Kendrick Lamar
If Pirus and Crips all got along,Kendrick Lamar
Imagine if your first blunt had you foamin' at the mouth,Kendrick Lamar
"In fact, I got fired, 'cause I was inspired by all of my friends",Kendrick Lamar
Instead of boy with a chopper that hold the cul-de-sac hostage,Kendrick Lamar
It ain't nothin' but a Compton thang,Kendrick Lamar
"It got ugly, wavin' yo' hand out the window – check yourself!",Kendrick Lamar
"It was me, L Boog, and Yan Yan, YG Lucky ride down Rosecrans",Kendrick Lamar
Just lay back and drink that,Kendrick Lamar
"Kendrick a.k.a. ""Compton's Human Sacrifice""",Kendrick Lamar
Kill 'em all if they gossip,Kendrick Lamar
Let me teach you some lessons about the street,Kendrick Lamar
"Listen, coward, the concept is aim and then bang it and slide",Kendrick Lamar
"Live inside the belly of the rough, Compton, USA",Kendrick Lamar
M.A.A.d city,Kendrick Lamar
Made me an Angel on Angel Dust - what?,Kendrick Lamar
Make sure you're corporate or they'll be callin' your mother collect,Kendrick Lamar
"Man down, where you from, nigga?",Kendrick Lamar
"Mount up, regulators in the whip",Kendrick Lamar
"My pops said I needed a job, I thought I believed him",Kendrick Lamar
"Nigga, pass Dot the bottle, damn!",Kendrick Lamar
"Nigga, shut up!",Kendrick Lamar
"Nigga, that ain't no word",Kendrick Lamar
Niggas always actin' unsensitive and shit,Kendrick Lamar
"Niggas been mixin' shit since the '80s, loc",Kendrick Lamar
"Not the drill sergeant, but the stress that weighin' on your brain",Kendrick Lamar
Now crawl your head in that noose,Kendrick Lamar
Now this is not a tape recorder sayin' that he did it,Kendrick Lamar
Obviously the coroner between the sheets like the Isleys,Kendrick Lamar
"Of livin' a lie, drown their body with toxins",Kendrick Lamar
One time's crooked and shit,Kendrick Lamar
Or see me to be innocent Kendrick you seen in the street,Kendrick Lamar
"Out that bitch with deposit, a price on his head, the tithes",Kendrick Lamar
Pack a van with four guns at a time,Kendrick Lamar
"Pakistan on every porch is fine, we adapt to crime",Kendrick Lamar
Pass it to the left so I can smoke on me,Kendrick Lamar
"Pickin' up the fuckin' pump, pickin' off you suckers",Kendrick Lamar
"Probably go to the projects, I",Kendrick Lamar
"Projects tore up, gang signs get thrown up",Kendrick Lamar
"Reality struck, I seen the white car crash",Kendrick Lamar
Security guard for a month and ended up leavin',Kendrick Lamar
Seem like the whole city go against me,Kendrick Lamar
Seen a light-skinned nigga with his brains blown out,Kendrick Lamar
"Sherm sticks, butt-nakeds",Kendrick Lamar
"Shit, the hood took me under, so I follow the rules",Kendrick Lamar
"Shots hit the enemy, hearts turn brave",Kendrick Lamar
"Shots in the crowd, then everybody ran",Kendrick Lamar
Sleepin' in the living room of my momma's pad,Kendrick Lamar
"So, loc, grab a strap 'cause yeah, it's so real, yeah",Kendrick Lamar
Suck a dick or die or sucker punch,Kendrick Lamar
"That was back when I was nine, Joey packed the nine",Kendrick Lamar
That's what Momma said when we was eatin' that free lunch,Kendrick Lamar
"The Children of the Corn, they vandalizin' the option",Kendrick Lamar
"They say the governor collect all of our taxes, except",Kendrick Lamar
They'd probably gun me down by the end of this song,Kendrick Lamar
This is cul-de-sac and plenty Cognac and major pain,Kendrick Lamar
This is not a rap on how I'm slingin' crack or move cocaine,Kendrick Lamar
"This m.A.A.d city I run, my nigga",Kendrick Lamar
To stage a robbery the third Saturday I clocked in,Kendrick Lamar
"Trip, we in the hood still",Kendrick Lamar
"Uh, Warriors and Conans, hope euphoria can slow dance",Kendrick Lamar
Wake yo' punk-ass up!,Kendrick Lamar
What you holdin' it for?,Kendrick Lamar
"When we in traffic and tragic happens, that shit ain't no threat",Kendrick Lamar
"When you hop on that trolley, make sure your color's correct",Kendrick Lamar
"Where your grandma stay, huh, my nigga?",Kendrick Lamar
With a basketball and some Now and Laters to eat?,Kendrick Lamar
With dreams of bein' a lawyer or doctor,Kendrick Lamar
"With society, the driver seat the first one to get killed",Kendrick Lamar
"With the sliding door, fuck is up?",Kendrick Lamar
Would you say my intelligence now is great relief?,Kendrick Lamar
YAWK! YAWK! YAWK! YAWK!,Kendrick Lamar
You ain't the one that got fucked up,Kendrick Lamar
"You killed my cousin back in '94, fuck yo' truce!",Kendrick Lamar
You know the reasons but still will never know my life,Kendrick Lamar
You movin' backwards if you suggest that you sleep with a TEC,Kendrick Lamar
You wind up dead on the news,Kendrick Lamar
"(Oh yes, we can, oh yes, we can)",Kendrick Lamar
"24/7, 365 days times two",Kendrick Lamar
A little nappy-headed nigga with the world behind him,Kendrick Lamar
And I put that on my momma and my baby boo too,Kendrick Lamar
And if I gotta brown-nose for some gold,Kendrick Lamar
"Aw yeah, fuck the judge",Kendrick Lamar
"Ayy, ayy, nigga what's happenin'?",Kendrick Lamar
"Bitch, where was you when I was walkin'?",Kendrick Lamar
"Bitch, where you when I was walkin'?",Kendrick Lamar
By the time you hear the next pop,Kendrick Lamar
Do you want the funk?,Kendrick Lamar
"Everybody's suicidal, they ain't even need my help",Kendrick Lamar
From a peasant to a prince to a motherfuckin' king (oh yeah),Kendrick Lamar
"Funk, funk, funk, funk, funk, funk, funk, funk, funk, funk, funk",Kendrick Lamar
"I can dig rappin', but a rapper with a ghost writer?",Kendrick Lamar
I don't want you monkey-mouth motherfuckers,Kendrick Lamar
I got a bone to pick,Kendrick Lamar
"I made it past twenty-five, and there I was",Kendrick Lamar
"I remember you was conflicted, misusing your influence",Kendrick Lamar
"I should probably run for mayor when I'm done, to be honest",Kendrick Lamar
"I swore I wouldn't tell, but most of y'all sharing bars",Kendrick Lamar
I was contemplatin' gettin' on stage,Kendrick Lamar
"I was gonna kill a couple rappers, but they did it to themselves",Kendrick Lamar
"I'm mad (He mad!), but I ain't stressin'",Kendrick Lamar
If I shoot at your identity and bounce to the left,Kendrick Lamar
"Just to go back to the hood, see my enemy, and say… (Oh yeah)",Kendrick Lamar
"K-Dot back in the hood, nigga!",Kendrick Lamar
"King Kunta, black man taking no losses, oh yeah",Kendrick Lamar
"King Kunta, everybody wanna cut the legs off him",Kendrick Lamar
"Kunta, black man taking no losses, oh yeah",Kendrick Lamar
Life ain't shit but a fat vagina,Kendrick Lamar
Like you got the bottom bunk in a two-man cell (A two-man cell),Kendrick Lamar
Limo tinted with the gold plates,Kendrick Lamar
Manipulated Bill Clinton with desires,Kendrick Lamar
"Now I run the game, got the whole world talkin'",Kendrick Lamar
"Now if I give you the funk, you gon' take it?",Kendrick Lamar
"Screamin' ""Annie, are you okay? Annie, are you okay?""",Kendrick Lamar
Sittin' in my throne again,Kendrick Lamar
Something's in the water (Something's in the water),Kendrick Lamar
"Straight from the bottom, this the belly of the beast",Kendrick Lamar
"Stuck a flag in my city, everybody's screamin' ""Compton!""",Kendrick Lamar
The yam brought it out of Richard Pryor,Kendrick Lamar
